order_id,customer_id,restaurant_id,dish_ordered,order_time,delivery_time,order_status,price,quantity,expected_delivery_time,delivery_partner_id
3951,404,278,Pav Bhaji,7/24/2024 7:12,7/24/2024 8:22,Successful,916.51,2,7/24/2024 7:41,139
3952,171,105,Dal Makhani,8/4/2024 23:38,8/5/2024 1:05,Successful,437.7,5,8/5/2024 0:07,446
3953,494,53,Dal Makhani,8/22/2024 1:20,8/22/2024 2:58,Successful,694.95,3,8/22/2024 1:41,296
3954,276,79,Pav Bhaji,8/12/2024 15:50,8/12/2024 17:37,Successful,605.65,2,8/12/2024 16:11,421
3955,205,152,Pav Bhaji,3/26/2024 7:32,3/26/2024 8:48,Successful,854.8,1,3/26/2024 8:08,195
3956,40,182,Tandoori Chicken,8/30/2024 9:27,8/30/2024 10:20,Cancelled,764.13,2,8/30/2024 9:57,293
3957,103,161,Aloo Paratha,2/26/2024 14:57,2/26/2024 16:25,Successful,339.21,2,2/26/2024 15:31,200
3958,233,222,Paneer Tikka,3/8/2024 21:34,3/8/2024 22:03,Successful,776.26,1,3/8/2024 21:54,298
3959,336,151,Aloo Paratha,7/27/2024 17:15,7/27/2024 17:50,Successful,278.5,1,7/27/2024 17:55,366
3960,57,275,Dosa,6/12/2024 3:32,6/12/2024 5:00,Successful,211.8,1,6/12/2024 4:03,479
3961,157,6,Tandoori Chicken,3/17/2024 8:26,3/17/2024 9:03,Successful,574.05,4,3/17/2024 8:59,119
3962,337,240,Aloo Paratha,3/7/2024 15:48,3/7/2024 16:24,Successful,511.43,3,3/7/2024 16:26,163
3963,5,238,Tandoori Chicken,4/22/2024 21:15,4/22/2024 22:33,Successful,481.85,3,4/22/2024 21:39,322
3964,433,152,Dal Makhani,4/17/2024 9:20,4/17/2024 10:12,Successful,810.13,2,4/17/2024 9:57,251
3965,407,135,Butter Chicken,8/16/2024 20:41,8/16/2024 21:46,Successful,111.01,1,8/16/2024 21:09,140
3966,10,220,Samosa,8/10/2024 10:16,8/10/2024 10:37,Cancelled,824.23,4,8/10/2024 10:52,500
3967,125,197,Tandoori Chicken,3/26/2024 0:01,3/26/2024 1:40,Successful,263.88,2,3/26/2024 0:33,72
3968,57,12,Chole Bhature,1/12/2024 14:56,1/12/2024 16:42,Successful,299.97,3,1/12/2024 15:33,46
3969,41,259,Dosa,2/6/2024 14:00,2/6/2024 15:30,Successful,935.19,1,2/6/2024 14:21,187
3970,78,281,Dosa,9/10/2024 0:04,9/10/2024 0:53,Successful,124.57,3,9/10/2024 0:40,492
3971,295,20,Pav Bhaji,6/3/2024 22:13,6/3/2024 23:48,Successful,445.48,3,6/3/2024 22:40,259
3972,120,119,Dosa,3/30/2024 1:13,3/30/2024 2:47,Successful,518.74,2,3/30/2024 1:39,480
3973,5,205,Tandoori Chicken,3/18/2024 0:28,3/18/2024 1:52,Successful,866.12,2,3/18/2024 1:01,202
3974,42,71,Samosa,2/12/2024 23:39,2/13/2024 0:49,Successful,217,2,2/13/2024 0:07,426
3975,109,223,Tandoori Chicken,5/30/2024 2:19,5/30/2024 4:14,Successful,480.98,2,5/30/2024 2:59,47
3976,71,187,Chole Bhature,3/28/2024 17:15,3/28/2024 18:17,Successful,787.31,2,3/28/2024 17:48,413
3977,335,188,Chole Bhature,9/13/2024 13:33,9/13/2024 15:20,Successful,870.02,4,9/13/2024 14:11,489
3978,207,233,Butter Chicken,6/1/2024 16:45,6/1/2024 17:19,Successful,286.08,4,6/1/2024 17:17,365
3979,277,63,Paneer Tikka,4/29/2024 19:05,4/29/2024 19:55,Successful,893.64,2,4/29/2024 19:32,350
3980,327,84,Dal Makhani,8/17/2024 17:44,8/17/2024 19:13,Successful,312.57,1,8/17/2024 18:20,183
3981,207,77,Paneer Tikka,4/1/2024 22:46,4/1/2024 23:17,Successful,114.34,4,4/1/2024 23:26,336
3982,233,292,Pav Bhaji,4/16/2024 1:34,4/16/2024 2:13,Successful,688.39,4,4/16/2024 1:56,380
3983,375,203,Paneer Tikka,3/23/2024 15:55,3/23/2024 16:51,Successful,675.48,1,3/23/2024 16:17,128
3984,249,30,Dosa,1/29/2024 10:13,1/29/2024 11:53,Successful,859.24,2,1/29/2024 10:45,465
3985,368,130,Chole Bhature,1/29/2024 13:31,1/29/2024 14:50,Successful,337.59,3,1/29/2024 13:54,386
3986,341,172,Dal Makhani,4/6/2024 16:32,4/6/2024 18:10,Successful,262.29,5,4/6/2024 17:11,500
3987,154,237,Dosa,7/6/2024 21:01,7/6/2024 21:36,Successful,473.51,3,7/6/2024 21:28,198
3988,1,296,Samosa,4/24/2024 3:22,4/24/2024 4:03,Successful,343.69,2,4/24/2024 3:47,440
3989,427,198,Chole Bhature,3/22/2024 11:35,3/22/2024 13:32,Successful,467.29,3,3/22/2024 11:58,239
3990,293,200,Pav Bhaji,5/22/2024 4:14,5/22/2024 5:41,Cancelled,718.73,4,5/22/2024 4:43,410
3991,142,111,Chole Bhature,7/24/2024 17:18,7/24/2024 19:17,Successful,444.58,5,7/24/2024 17:53,64
3992,180,257,Butter Chicken,6/9/2024 21:32,6/9/2024 22:39,Successful,294.13,5,6/9/2024 22:12,464
3993,419,240,Dosa,3/17/2024 18:52,3/17/2024 19:41,Successful,214.49,5,3/17/2024 19:28,359
3994,62,158,Dal Makhani,8/5/2024 19:19,8/5/2024 20:50,Successful,767.72,2,8/5/2024 19:46,275
3995,165,117,Dal Makhani,3/27/2024 22:33,3/27/2024 23:13,Successful,365.61,2,3/27/2024 23:07,158
3996,80,148,Tandoori Chicken,2/21/2024 16:31,2/21/2024 17:40,Successful,151.8,5,2/21/2024 17:01,223
3997,110,35,Samosa,6/12/2024 23:40,6/13/2024 0:35,Successful,899.58,1,6/13/2024 0:17,315
3998,25,92,Dosa,6/8/2024 15:14,6/8/2024 16:51,Successful,800.2,5,6/8/2024 15:37,85
3999,408,173,Dal Makhani,8/8/2024 2:39,8/8/2024 4:20,Successful,310.54,2,8/8/2024 3:13,208
4000,44,31,Chole Bhature,8/26/2024 4:06,8/26/2024 4:56,Successful,933.72,5,8/26/2024 4:26,272
4001,491,58,Tandoori Chicken,2/18/2024 10:39,2/18/2024 11:35,Successful,972.29,1,2/18/2024 11:17,397
4002,278,284,Dal Makhani,9/4/2024 1:06,9/4/2024 2:51,Successful,237.15,4,9/4/2024 1:45,194
4003,303,50,Paneer Tikka,1/6/2024 23:14,1/7/2024 0:51,Cancelled,499.87,4,1/6/2024 23:43,329
4004,129,284,Pav Bhaji,4/17/2024 4:33,4/17/2024 5:37,Successful,236.3,1,4/17/2024 5:12,61
4005,412,38,Biryani,5/31/2024 3:02,5/31/2024 4:42,Cancelled,464.32,5,5/31/2024 3:42,262
4006,375,299,Dosa,9/17/2024 4:32,9/17/2024 5:28,Successful,542.95,5,9/17/2024 5:11,250
4007,308,219,Tandoori Chicken,9/11/2024 18:40,9/11/2024 19:14,Successful,894.28,4,9/11/2024 19:07,326
4008,179,189,Butter Chicken,7/3/2024 22:22,7/3/2024 23:59,Successful,291.77,4,7/3/2024 22:52,450
4009,19,108,Paneer Tikka,9/11/2024 19:15,9/11/2024 20:58,Successful,230.52,3,9/11/2024 19:53,353
4010,197,148,Pav Bhaji,1/10/2024 5:43,1/10/2024 7:27,Successful,284.9,4,1/10/2024 6:07,47
4011,479,86,Samosa,1/12/2024 7:10,1/12/2024 8:37,Successful,192.31,5,1/12/2024 7:45,341
4012,404,198,Dal Makhani,7/30/2024 22:18,7/30/2024 23:32,Successful,814.82,2,7/30/2024 22:42,260
4013,194,294,Dosa,2/9/2024 3:18,2/9/2024 4:46,Successful,319.72,3,2/9/2024 3:55,415
4014,109,55,Aloo Paratha,6/15/2024 7:21,6/15/2024 7:47,Successful,756.65,1,6/15/2024 7:54,170
4015,353,33,Paneer Tikka,1/25/2024 15:17,1/25/2024 15:42,Successful,799.41,4,1/25/2024 15:53,154
4016,386,120,Pav Bhaji,8/31/2024 7:24,8/31/2024 9:00,Successful,203.63,1,8/31/2024 7:48,27
4017,186,201,Dosa,9/10/2024 1:09,9/10/2024 2:05,Successful,173.13,3,9/10/2024 1:43,124
4018,418,152,Pav Bhaji,2/3/2024 1:44,2/3/2024 2:30,Cancelled,964.32,4,2/3/2024 2:08,126
4019,181,152,Samosa,8/30/2024 14:24,8/30/2024 15:35,Successful,536.53,3,8/30/2024 14:52,306
4020,402,35,Butter Chicken,7/20/2024 6:47,7/20/2024 7:24,Successful,135.17,5,7/20/2024 7:17,25
4021,210,21,Dal Makhani,8/29/2024 0:54,8/29/2024 1:32,Successful,896.87,5,8/29/2024 1:21,436
4022,422,266,Paneer Tikka,4/18/2024 10:18,4/18/2024 11:46,Successful,689.75,2,4/18/2024 10:38,309
4023,259,164,Dosa,1/12/2024 7:26,1/12/2024 8:51,Cancelled,281.35,3,1/12/2024 8:05,188
4024,148,83,Paneer Tikka,9/2/2024 13:12,9/2/2024 14:42,Successful,177.96,5,9/2/2024 13:36,330
4025,233,109,Dosa,7/15/2024 18:05,7/15/2024 19:19,Cancelled,168.21,4,7/15/2024 18:29,338
4026,153,196,Aloo Paratha,2/8/2024 11:21,2/8/2024 12:20,Successful,774.21,2,2/8/2024 11:59,13
4027,363,72,Butter Chicken,4/23/2024 6:14,4/23/2024 6:47,Successful,753.33,1,4/23/2024 6:41,111
4028,50,31,Dosa,2/18/2024 19:22,2/18/2024 20:32,Successful,122.78,2,2/18/2024 19:44,58
4029,235,12,Dosa,1/17/2024 3:12,1/17/2024 3:42,Successful,792.63,2,1/17/2024 3:52,295
4030,125,85,Dal Makhani,5/23/2024 17:07,5/23/2024 18:53,Successful,304.4,3,5/23/2024 17:45,22
4031,192,279,Paneer Tikka,8/17/2024 6:07,8/17/2024 7:37,Successful,415.21,1,8/17/2024 6:42,495
4032,432,94,Samosa,2/15/2024 21:11,2/15/2024 22:40,Successful,181.68,1,2/15/2024 21:46,129
4033,6,76,Chole Bhature,3/17/2024 10:21,3/17/2024 10:43,Successful,115.95,5,3/17/2024 10:49,499
4034,286,138,Paneer Tikka,4/3/2024 6:44,4/3/2024 8:05,Cancelled,635.67,3,4/3/2024 7:18,12
4035,17,11,Dosa,4/7/2024 21:12,4/7/2024 21:50,Successful,880.94,4,4/7/2024 21:46,453
4036,155,95,Butter Chicken,6/19/2024 13:05,6/19/2024 13:48,Cancelled,248,2,6/19/2024 13:42,68
4037,8,170,Butter Chicken,7/19/2024 17:41,7/19/2024 19:24,Cancelled,986.68,4,7/19/2024 18:15,299
4038,355,145,Aloo Paratha,1/25/2024 17:46,1/25/2024 18:21,Successful,930.09,1,1/25/2024 18:15,110
4039,319,250,Tandoori Chicken,3/18/2024 8:08,3/18/2024 9:43,Successful,259.86,4,3/18/2024 8:42,294
4040,330,234,Butter Chicken,7/7/2024 15:23,7/7/2024 16:31,Successful,821.4,1,7/7/2024 15:56,93
4041,57,24,Pav Bhaji,7/8/2024 23:48,7/9/2024 1:06,Successful,814.63,1,7/9/2024 0:11,426
4042,350,218,Pav Bhaji,3/11/2024 22:17,3/11/2024 23:42,Successful,128.55,4,3/11/2024 22:42,168
4043,22,91,Paneer Tikka,5/22/2024 15:39,5/22/2024 17:31,Successful,267.05,2,5/22/2024 16:02,275
4044,159,260,Dal Makhani,6/26/2024 6:46,6/26/2024 8:24,Successful,600.05,2,6/26/2024 7:19,305
4045,363,178,Paneer Tikka,1/7/2024 20:04,1/7/2024 20:39,Successful,349.67,1,1/7/2024 20:44,214
4046,359,198,Paneer Tikka,1/14/2024 22:19,1/15/2024 0:00,Successful,175.63,4,1/14/2024 22:56,295
4047,319,15,Butter Chicken,2/23/2024 16:50,2/23/2024 18:36,Successful,325.45,1,2/23/2024 17:15,38
4048,325,110,Chole Bhature,2/11/2024 10:26,2/11/2024 12:09,Successful,578.25,1,2/11/2024 10:55,375
4049,383,208,Dal Makhani,7/21/2024 21:20,7/21/2024 21:45,Cancelled,393.1,2,7/21/2024 21:49,90
4050,321,292,Samosa,1/2/2024 3:29,1/2/2024 3:59,Successful,487.67,5,1/2/2024 4:01,25
4051,348,66,Butter Chicken,6/4/2024 2:40,6/4/2024 3:51,Successful,385.54,3,6/4/2024 3:17,285
4052,172,10,Aloo Paratha,1/16/2024 13:55,1/16/2024 15:55,Successful,311.84,5,1/16/2024 14:22,182
4053,453,58,Butter Chicken,2/28/2024 8:26,2/28/2024 9:45,Successful,444.75,3,2/28/2024 8:49,422
4054,19,43,Biryani,2/9/2024 16:51,2/9/2024 17:58,Cancelled,251.66,5,2/9/2024 17:22,176
4055,188,184,Tandoori Chicken,3/29/2024 3:24,3/29/2024 4:36,Cancelled,706.22,1,3/29/2024 3:58,400
4056,123,202,Dal Makhani,6/8/2024 7:34,6/8/2024 8:31,Cancelled,299.16,5,6/8/2024 8:07,364
4057,130,145,Paneer Tikka,1/26/2024 3:50,1/26/2024 4:41,Cancelled,559.41,4,1/26/2024 4:24,260
4058,403,83,Dal Makhani,8/11/2024 22:30,8/11/2024 23:46,Successful,529.92,1,8/11/2024 23:09,111
4059,192,189,Tandoori Chicken,4/13/2024 17:34,4/13/2024 19:17,Successful,234.51,1,4/13/2024 18:01,319
4060,270,110,Dosa,9/11/2024 2:43,9/11/2024 3:45,Successful,291.13,3,9/11/2024 3:16,113
4061,50,97,Chole Bhature,8/8/2024 9:45,8/8/2024 10:56,Cancelled,483.19,2,8/8/2024 10:11,50
4062,62,96,Biryani,6/28/2024 13:16,6/28/2024 14:49,Successful,852.88,5,6/28/2024 13:40,32
4063,98,178,Biryani,1/1/2024 5:04,1/1/2024 6:05,Successful,391.42,5,1/1/2024 5:30,32
4064,411,290,Tandoori Chicken,8/24/2024 6:46,8/24/2024 8:21,Cancelled,493.37,5,8/24/2024 7:15,328
4065,199,167,Tandoori Chicken,8/17/2024 5:33,8/17/2024 6:22,Successful,297.88,4,8/17/2024 6:01,370
4066,278,93,Samosa,6/2/2024 11:53,6/2/2024 12:57,Cancelled,128.19,5,6/2/2024 12:29,304
4067,70,72,Dal Makhani,6/4/2024 3:32,6/4/2024 4:25,Cancelled,751.55,2,6/4/2024 4:03,174
4068,374,151,Butter Chicken,4/6/2024 10:54,4/6/2024 11:19,Successful,598.9,3,4/6/2024 11:14,136
4069,265,85,Chole Bhature,4/9/2024 11:07,4/9/2024 12:14,Successful,586.76,4,4/9/2024 11:27,438
4070,61,9,Butter Chicken,1/14/2024 14:35,1/14/2024 15:07,Successful,531.57,1,1/14/2024 15:01,384
4071,204,21,Chole Bhature,6/17/2024 20:37,6/17/2024 21:34,Successful,849.81,1,6/17/2024 21:05,129
4072,128,114,Dal Makhani,5/2/2024 0:06,5/2/2024 1:02,Successful,735.08,3,5/2/2024 0:38,445
4073,434,262,Biryani,4/23/2024 0:12,4/23/2024 1:22,Cancelled,553.8,1,4/23/2024 0:48,118
4074,490,234,Dal Makhani,1/30/2024 20:12,1/30/2024 21:54,Successful,359.4,4,1/30/2024 20:38,398
4075,164,197,Dal Makhani,5/13/2024 1:57,5/13/2024 2:25,Successful,606.63,3,5/13/2024 2:17,307
4076,314,66,Dosa,4/1/2024 7:46,4/1/2024 8:20,Successful,619.9,2,4/1/2024 8:08,452
4077,491,169,Aloo Paratha,1/2/2024 16:13,1/2/2024 16:35,Successful,194.56,5,1/2/2024 16:38,203
4078,447,76,Dosa,9/9/2024 4:29,9/9/2024 5:04,Successful,942.09,4,9/9/2024 5:03,343
4079,310,275,Biryani,4/20/2024 21:04,4/20/2024 22:39,Cancelled,850.22,1,4/20/2024 21:29,361
4080,161,42,Pav Bhaji,7/12/2024 3:55,7/12/2024 5:34,Successful,588.14,4,7/12/2024 4:15,269
4081,164,230,Samosa,1/12/2024 21:22,1/12/2024 21:58,Successful,762.38,5,1/12/2024 21:53,451
4082,457,4,Dal Makhani,3/1/2024 6:52,3/1/2024 8:23,Cancelled,201,3,3/1/2024 7:14,282
4083,438,263,Samosa,9/4/2024 11:04,9/4/2024 12:25,Successful,889.66,5,9/4/2024 11:32,164
4084,248,111,Butter Chicken,9/15/2024 6:39,9/15/2024 7:07,Successful,130.22,3,9/15/2024 7:03,433
4085,406,210,Paneer Tikka,9/2/2024 16:07,9/2/2024 17:11,Successful,312.25,3,9/2/2024 16:32,210
4086,373,160,Chole Bhature,1/28/2024 15:03,1/28/2024 16:41,Successful,418.77,1,1/28/2024 15:38,258
4087,6,182,Chole Bhature,9/17/2024 0:06,9/17/2024 0:37,Successful,116.91,5,9/17/2024 0:31,160
4088,498,132,Tandoori Chicken,1/21/2024 16:45,1/21/2024 17:51,Successful,929.05,1,1/21/2024 17:08,297
4089,428,58,Samosa,7/3/2024 21:46,7/3/2024 23:34,Successful,771.92,1,7/3/2024 22:15,460
4090,211,42,Chole Bhature,5/14/2024 22:57,5/14/2024 23:45,Successful,596.21,1,5/14/2024 23:17,221
4091,335,84,Pav Bhaji,7/5/2024 11:27,7/5/2024 13:10,Successful,334.43,2,7/5/2024 12:01,401
4092,51,51,Dosa,7/22/2024 21:10,7/22/2024 22:26,Cancelled,937.21,3,7/22/2024 21:36,499
4093,162,102,Aloo Paratha,5/14/2024 13:42,5/14/2024 15:40,Successful,492.94,2,5/14/2024 14:12,294
4094,74,142,Dal Makhani,4/5/2024 15:39,4/5/2024 17:16,Successful,807.81,2,4/5/2024 16:14,281
4095,187,204,Aloo Paratha,7/19/2024 13:09,7/19/2024 13:50,Successful,709.81,4,7/19/2024 13:41,5
4096,387,169,Pav Bhaji,2/25/2024 22:33,2/26/2024 0:03,Successful,868.33,4,2/25/2024 23:11,366
4097,94,87,Dosa,5/20/2024 2:51,5/20/2024 4:06,Cancelled,788.65,3,5/20/2024 3:25,497
4098,268,168,Chole Bhature,3/24/2024 12:24,3/24/2024 13:18,Successful,321.84,5,3/24/2024 12:48,447
4099,407,6,Tandoori Chicken,5/21/2024 6:19,5/21/2024 7:21,Successful,150.88,4,5/21/2024 6:54,63
4100,128,83,Pav Bhaji,7/28/2024 21:21,7/28/2024 23:14,Successful,477.38,5,7/28/2024 21:59,275
4101,182,261,Aloo Paratha,7/5/2024 5:51,7/5/2024 6:18,Successful,165.89,3,7/5/2024 6:12,294
4102,213,57,Pav Bhaji,8/21/2024 9:45,8/21/2024 10:05,Successful,201.13,3,8/21/2024 10:08,373
4103,413,23,Aloo Paratha,8/4/2024 17:53,8/4/2024 18:22,Successful,850.78,4,8/4/2024 18:25,421
4104,245,159,Pav Bhaji,4/27/2024 6:42,4/27/2024 8:42,Successful,448.84,3,4/27/2024 7:10,418
4105,17,67,Chole Bhature,8/20/2024 11:25,8/20/2024 13:24,Successful,922.95,2,8/20/2024 11:55,305
4106,111,11,Pav Bhaji,3/27/2024 12:36,3/27/2024 14:03,Successful,390.2,2,3/27/2024 13:08,254
4107,321,207,Dosa,4/29/2024 9:14,4/29/2024 9:39,Successful,849.62,2,4/29/2024 9:45,438
4108,238,108,Dal Makhani,5/14/2024 2:49,5/14/2024 4:43,Successful,557.43,3,5/14/2024 3:21,483
4109,227,85,Dal Makhani,5/23/2024 19:00,5/23/2024 20:24,Successful,484.96,1,5/23/2024 19:39,370
4110,409,250,Dosa,2/12/2024 1:24,2/12/2024 2:29,Successful,224.23,3,2/12/2024 1:55,243
4111,395,200,Aloo Paratha,4/3/2024 1:50,4/3/2024 3:13,Successful,646.68,2,4/3/2024 2:18,22
4112,296,166,Dal Makhani,7/27/2024 16:14,7/27/2024 18:05,Successful,825.74,3,7/27/2024 16:39,496
4113,336,151,Dosa,9/15/2024 19:47,9/15/2024 20:31,Successful,367.31,1,9/15/2024 20:21,4
4114,323,181,Paneer Tikka,5/13/2024 16:46,5/13/2024 17:27,Successful,244.17,2,5/13/2024 17:10,234
4115,253,191,Dosa,5/17/2024 15:21,5/17/2024 17:10,Successful,837.29,4,5/17/2024 15:59,341
4116,473,275,Chole Bhature,3/27/2024 9:11,3/27/2024 9:38,Successful,495.47,1,3/27/2024 9:48,110
4117,411,147,Chole Bhature,7/9/2024 16:03,7/9/2024 17:04,Successful,661.29,3,7/9/2024 16:30,425
4118,190,158,Dal Makhani,2/20/2024 19:17,2/20/2024 20:20,Successful,827.32,1,2/20/2024 19:47,86
4119,417,42,Butter Chicken,8/3/2024 6:11,8/3/2024 7:52,Successful,955.76,3,8/3/2024 6:45,450
4120,418,259,Tandoori Chicken,7/27/2024 13:57,7/27/2024 14:31,Successful,688.8,2,7/27/2024 14:22,7
4121,281,17,Dal Makhani,7/16/2024 10:16,7/16/2024 11:41,Successful,734.1,5,7/16/2024 10:41,190
4122,215,104,Aloo Paratha,4/18/2024 16:04,4/18/2024 16:25,Successful,106.07,4,4/18/2024 16:35,60
4123,445,114,Dosa,5/14/2024 1:49,5/14/2024 2:52,Successful,128.65,2,5/14/2024 2:15,417
4124,238,93,Chole Bhature,4/5/2024 4:01,4/5/2024 5:59,Successful,598.2,5,4/5/2024 4:37,124
4125,363,4,Paneer Tikka,3/2/2024 20:39,3/2/2024 21:22,Successful,462.08,5,3/2/2024 21:06,358
4126,16,232,Chole Bhature,6/24/2024 16:54,6/24/2024 18:48,Successful,550.77,2,6/24/2024 17:34,169
4127,129,298,Dal Makhani,7/29/2024 19:22,7/29/2024 20:22,Successful,486.6,5,7/29/2024 19:57,166
4128,296,135,Chole Bhature,6/15/2024 6:22,6/15/2024 7:51,Successful,190.18,3,6/15/2024 6:51,352
4129,269,96,Butter Chicken,9/11/2024 7:50,9/11/2024 8:34,Successful,911.68,1,9/11/2024 8:24,144
4130,332,1,Dosa,6/19/2024 20:30,6/19/2024 20:57,Cancelled,719.44,2,6/19/2024 20:53,147
4131,64,300,Pav Bhaji,7/13/2024 7:23,7/13/2024 9:02,Successful,846.71,2,7/13/2024 8:03,268
4132,74,143,Butter Chicken,9/3/2024 3:00,9/3/2024 4:27,Successful,486.92,5,9/3/2024 3:33,358
4133,413,253,Chole Bhature,9/10/2024 1:47,9/10/2024 3:10,Successful,125.4,5,9/10/2024 2:25,200
4134,43,298,Biryani,5/16/2024 23:23,5/17/2024 0:38,Successful,562.04,5,5/16/2024 23:44,114
4135,199,219,Dal Makhani,2/5/2024 7:31,2/5/2024 8:12,Cancelled,839.22,5,2/5/2024 8:03,381
4136,193,251,Chole Bhature,4/24/2024 14:20,4/24/2024 16:11,Successful,726.26,5,4/24/2024 14:56,324
4137,416,277,Tandoori Chicken,3/5/2024 1:30,3/5/2024 2:55,Successful,993.53,3,3/5/2024 2:09,356
4138,359,117,Pav Bhaji,8/7/2024 17:16,8/7/2024 18:41,Successful,997.87,4,8/7/2024 17:53,294
4139,11,242,Paneer Tikka,8/30/2024 0:42,8/30/2024 1:08,Successful,681.81,2,8/30/2024 1:22,212
4140,50,82,Chole Bhature,3/14/2024 13:58,3/14/2024 14:23,Successful,849.21,4,3/14/2024 14:33,390
4141,54,219,Pav Bhaji,5/20/2024 22:31,5/20/2024 23:12,Successful,514.84,5,5/20/2024 22:52,135
4142,404,242,Pav Bhaji,4/12/2024 19:50,4/12/2024 20:25,Successful,469.69,5,4/12/2024 20:23,468
4143,21,209,Tandoori Chicken,7/31/2024 6:07,7/31/2024 7:57,Successful,264.99,5,7/31/2024 6:34,141
4144,142,53,Biryani,9/6/2024 23:28,9/7/2024 0:48,Successful,628.53,4,9/6/2024 23:53,383
4145,29,284,Chole Bhature,3/23/2024 13:29,3/23/2024 15:06,Successful,809.61,2,3/23/2024 13:55,398
4146,407,157,Aloo Paratha,8/17/2024 6:18,8/17/2024 7:23,Successful,365.71,1,8/17/2024 6:54,147
4147,79,85,Chole Bhature,5/7/2024 12:48,5/7/2024 14:02,Successful,959.38,5,5/7/2024 13:14,330
4148,195,107,Pav Bhaji,2/19/2024 19:01,2/19/2024 20:26,Successful,474.64,2,2/19/2024 19:27,396
4149,11,91,Pav Bhaji,8/19/2024 7:04,8/19/2024 8:18,Successful,565.89,5,8/19/2024 7:30,205
4150,27,122,Biryani,2/6/2024 4:20,2/6/2024 5:06,Successful,583.02,2,2/6/2024 4:53,34
4151,35,203,Dosa,8/3/2024 10:05,8/3/2024 11:35,Successful,111.19,4,8/3/2024 10:35,431
4152,300,34,Dal Makhani,9/1/2024 16:43,9/1/2024 17:23,Successful,913.59,4,9/1/2024 17:19,136
4153,197,71,Pav Bhaji,4/4/2024 20:28,4/4/2024 21:33,Successful,575.2,5,4/4/2024 21:07,127
4154,423,211,Dal Makhani,5/6/2024 21:16,5/6/2024 22:40,Cancelled,320.43,3,5/6/2024 21:40,270
4155,283,233,Aloo Paratha,7/24/2024 22:51,7/24/2024 23:27,Successful,319.03,2,7/24/2024 23:18,96
4156,111,187,Dal Makhani,9/4/2024 18:40,9/4/2024 20:27,Successful,584.06,2,9/4/2024 19:05,134
4157,68,253,Chole Bhature,7/6/2024 12:50,7/6/2024 13:16,Successful,931.77,5,7/6/2024 13:24,269
4158,412,91,Pav Bhaji,4/16/2024 16:44,4/16/2024 18:11,Successful,318.13,5,4/16/2024 17:09,219
4159,460,94,Butter Chicken,5/29/2024 15:29,5/29/2024 16:43,Successful,922.77,2,5/29/2024 15:56,126
4160,498,191,Dal Makhani,3/27/2024 23:46,3/28/2024 1:26,Successful,874.42,2,3/28/2024 0:10,91
4161,387,211,Samosa,2/24/2024 14:08,2/24/2024 16:07,Successful,153.54,2,2/24/2024 14:29,242
4162,422,153,Pav Bhaji,5/5/2024 3:51,5/5/2024 4:41,Successful,516.93,3,5/5/2024 4:23,426
4163,427,257,Dosa,3/4/2024 20:46,3/4/2024 21:58,Successful,845.73,2,3/4/2024 21:07,95
4164,313,186,Biryani,8/26/2024 16:13,8/26/2024 17:42,Successful,321.28,3,8/26/2024 16:39,121
4165,51,153,Aloo Paratha,3/25/2024 14:58,3/25/2024 16:37,Successful,854.51,3,3/25/2024 15:27,136
4166,295,133,Samosa,4/8/2024 16:03,4/8/2024 17:51,Successful,136.74,1,4/8/2024 16:35,310
4167,156,164,Dal Makhani,5/31/2024 5:22,5/31/2024 7:01,Successful,736.85,5,5/31/2024 5:59,495
4168,80,44,Samosa,1/3/2024 6:33,1/3/2024 8:08,Successful,409.78,2,1/3/2024 6:56,387
4169,241,180,Biryani,2/12/2024 1:21,2/12/2024 3:06,Successful,356.29,1,2/12/2024 2:00,36
4170,403,114,Aloo Paratha,3/8/2024 16:25,3/8/2024 17:29,Cancelled,233.92,3,3/8/2024 17:01,147
4171,191,54,Dal Makhani,9/6/2024 15:42,9/6/2024 16:16,Successful,209,1,9/6/2024 16:21,245
4172,271,170,Paneer Tikka,5/6/2024 19:29,5/6/2024 21:09,Successful,764.69,3,5/6/2024 19:50,261
4173,388,290,Butter Chicken,3/8/2024 15:26,3/8/2024 16:24,Successful,354.47,5,3/8/2024 15:46,387
4174,146,156,Dal Makhani,8/24/2024 6:54,8/24/2024 8:54,Successful,315.24,1,8/24/2024 7:23,212
4175,33,210,Chole Bhature,9/9/2024 12:24,9/9/2024 12:49,Successful,281.82,4,9/9/2024 12:44,277
4176,239,98,Chole Bhature,7/7/2024 10:47,7/7/2024 11:58,Successful,167.44,3,7/7/2024 11:18,285
4177,86,4,Chole Bhature,2/27/2024 10:05,2/27/2024 11:06,Cancelled,918.48,1,2/27/2024 10:30,364
4178,393,83,Tandoori Chicken,5/6/2024 12:32,5/6/2024 13:24,Successful,326.54,5,5/6/2024 12:54,294
4179,125,55,Pav Bhaji,6/23/2024 20:51,6/23/2024 21:34,Successful,649.91,4,6/23/2024 21:20,476
4180,457,233,Tandoori Chicken,5/28/2024 0:25,5/28/2024 1:54,Successful,907.28,1,5/28/2024 0:55,445
4181,289,154,Samosa,3/4/2024 22:21,3/4/2024 23:13,Successful,267.85,4,3/4/2024 22:48,291
4182,454,108,Tandoori Chicken,9/16/2024 13:15,9/16/2024 14:40,Successful,757.26,3,9/16/2024 13:48,54
